SAMPN,PERNO,GEND,AGE,LIC,RESP,RELAT,DISAB,DISTY1,DISTY2,DABLO,EDUC,LEVEL,S_LOC,SHOME,SDAY,SMODE1,SMODE2,SMODE3,SMOO,SCOST,SUNIT,EMPL,NOJOB,NMJOB,ETYPE,ETYPO,W1IND,W1INO,W1OCC,W1OCO,W1TIM,W1DAY,W1HOM,W1HMO,W1CPR,W1CPT,W1CPO,W1WKE,W1WKD1,W1WKD2,W1WKD3,W1WKD4,O_W1WKD,W1TYP,W1LOC,W1MOD1,W1MOD2,W1MOD3,W1MOO,W1NDV,W1CPK,W1CPU,W1EPK,W1PKL,W1PKLO,W1WLK,TRNST,VTRAN,TRNCT,TRNCU,SCHED,WSTIM,WETIM,SETIM,VSTIM,VSTMO,VETIM,VETMO,W2TY,W2TYO,W2TYP,W2LOC,W2IND,W2INO,W2OCC,W2OCO,W2DAY,W2HOM,W2HOO,W2ST,W2ET,HMALL,PNMPL,NTRIPS,DIARY,PROXY,HBW,HBO,NHB,MOTTRIP,NOMOTTRP,CPA,FIPS,REGION,DVRPC
1075418,1,2,50,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,54,,2,,3,5,0,,2,,,0,,,,,,2,14294,21,,,,2,0.00,,2,1,,1,2,,,,2,700,1430,1,,,,,,,,,,,,,,,,,,2,8,7,1,0,1,5,1,7,0,70,34015,2,1
1075418,2,1,53,1,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,54,,2,,3,5,0,,2,,,0,,,,,,2,14295,21,,,,2,0.00,,2,1,,1,2,,,,2,800,1530,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,4,0,0,4,0,70,34015,2,1
1075418,3,2,20,1,2,3,2,,,,1,6,14236,2,5,21,,,,20.00,6,2,,2,1,,81,,5,,1,5,0,,,,,1,2,1,,,,2,14296,21,,,,2,0.00,,2,1,,1,2,,,,2,1500,2200,1,,,,,,,,,,,,,,,,,,2,9,8,1,1,0,2,6,4,4,70,34015,2,1
1075418,4,1,15,,2,3,2,,,,1,6,16402,2,5,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,1,0,4,0,4,0,70,34015,2,1
1075419,1,2,65,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,70,34015,2,1
1075435,1,1,80,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,0,0,1,0,1,0,70,34015,2,1
1075435,2,2,71,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,0,1,0,1,0,70,34015,2,1
1075436,1,1,49,1,1,1,2,,,,2,,,,,,,,,,,1,,1,1,,56,,12,,3,5,0,,2,,,0,,,,,,2,15603,21,,,,2,0.00,,2,1,,5,2,,,,1,700,1800,1,,,,,3,,2,15624,54,,2,,2,0,,700,1200,2,4,3,1,0,1,1,1,3,0,70,34015,2,1
1075436,2,2,49,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,44,,4,,2,5,0,,2,,,0,,,,,,2,15604,21,,,,2,0.00,,2,1,,5,2,,,,1,900,1600,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,70,34015,2,1
1075436,3,2,70,1,2,10,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,70,34015,2,1
1075437,1,1,48,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,81,,8,,2,5,2,,2,,,1,3,4,,,,2,15583,11,21,,,1,0.00,,2,1,,0,2,,,,1,900,1700,2,5,,5,,,,,,,,,,,,,,,2,9,8,1,0,3,3,2,3,5,70,34015,2,1
1075437,2,2,48,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,52,,1,,3,5,0,,2,,,0,,,,,,2,15584,21,,,,2,0.00,,2,1,,1,2,,,,2,830,1700,1,,,,,,,,,,,,,,,,,,2,11,10,1,1,0,2,8,10,0,70,34015,2,1
1075439,1,1,50,1,1,1,2,,,,2,,,,,,,,,,,1,,2,3,,23,,1,,3,5,0,,2,,,2,1,2,3,,,2,14461,21,,,,1,0.00,,8,3,,2,2,,,,1,730,1900,1,,,,,,,,,,,,,,,,,,2,8,7,1,0,0,6,1,7,0,70,34015,2,1
1075445,1,1,75,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,8,2,0,0,6,2,8,0,68,34015,2,1
1075445,2,2,71,2,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,68,34015,2,1
1075449,1,2,50,1,1,1,2,,,,2,,,,,,,,,,,1,,1,3,,54,,2,,3,5,6,,2,,,1,1,,,,,1,9075449,,,,,1,,,,,,,,,,,2,800,1730,2,5,,5,,3,,1,9075449,54,,2,,4,4,,1800,2300,2,4,3,2,0,0,2,1,3,0,70,34015,2,1
1075449,2,1,24,1,2,3,2,,,,2,,,,,,,,,,,1,,2,1,,54,,3,,2,5,0,,2,,,0,,,,,,2,15952,21,,,,2,0.00,,2,1,,0,2,,,,1,1100,1100,1,,,,,,,,,,,,,,,,,,2,3,2,2,1,2,0,0,2,0,70,34015,2,1
1075449,3,2,20,1,2,3,2,,,,1,6,15787,2,5,41,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,70,34015,2,1
1075453,1,1,64,1,2,2,2,,,,2,,,,,,,,,,,2,,2,4,,61,,2,,2,2,0,,,,,0,,,,,,2,14492,21,,,,1,0.00,,1,1,,5,2,,4.00,7,2,830,1430,1,,,,,,,,,,,,,,,,,,2,11,10,1,0,2,6,2,10,0,70,34015,2,1
1075453,2,2,61,1,1,1,2,,,,2,,,,,,,,,,,1,,2,4,,61,,5,,3,5,0,,2,,,0,,,,,,2,14493,21,,,,2,0.00,,1,1,,5,2,,,,2,800,1600,1,,,,,,,,,,,,,,,,,,2,6,5,1,1,2,2,1,5,0,70,34015,2,1
1075454,1,1,42,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,52,,2,,2,5,1,,2,,,0,,,,,,2,15607,21,,,,1,0.00,,2,1,,1,8,,,,2,800,1600,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,70,34015,2,1
1075454,2,2,40,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,62,,3,,3,5,0,,2,,,0,,,,,,2,15608,21,,,,2,0.00,,2,1,,1,2,,,,2,700,1500,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,70,34015,2,1
1075454,3,1,21,1,2,3,2,,,,1,6,15556,2,5,21,,,,20.00,7,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,70,34015,2,1
1075454,4,2,18,1,2,3,2,,,,1,6,15557,2,5,21,,,,0.00,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,70,34015,2,1
1075457,1,1,45,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,31,,1,,3,5,0,,2,,,0,,,,,,1,9075457,,,,,2,,,,,,,,,,,2,700,1700,1,,,,,,,,,,,,,,,,,,2,2,1,1,0,0,1,0,1,0,70,34015,2,1
1075457,2,2,43,1,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,61,,5,,1,5,0,,2,,,0,,,,,,2,16167,21,,,,2,0.00,,2,1,,1,2,,0.00,,2,830,1630,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,70,34015,2,1
1075457,3,2,18,1,2,3,2,,,,1,4,16113,2,5,21,,,,0.00,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,70,34015,2,1
1075457,4,1,16,2,2,3,2,,,,1,4,16114,2,5,42,,,,0.00,,2,,2,1,,44,,8,,1,3,0,,,,,1,2,3,,,,2,16168,22,,,,2,0.00,,2,1,,1,2,,0.00,,1,1700,2100,1,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,70,34015,2,1
1075465,1,1,50,1,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,81,,3,,3,5,7,,2,,,1,2,4,,,,2,14676,21,,,,1,0.00,,8,1,,99,2,,,,2,800,1800,1,,,,,,,,,,,,,,,,,,2,4,3,1,2,0,2,1,3,0,70,34015,2,1
1075465,2,2,41,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,81,,5,,3,5,0,,2,,,0,,,,,,2,14677,21,,,,1,0.00,,2,1,,2,2,,,,1,900,1800,2,5,,5,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,70,34015,2,1
1075465,3,1,18,1,2,3,2,,,,1,6,14528,2,5,21,,,,0.00,,2,,2,1,,81,,3,,1,4,0,,,,,1,1,2,3,4,,2,14678,21,,,,2,0.00,,2,1,,2,2,,,,1,700,1700,1,,,,,,,,,,,,,,,,,,2,3,2,1,2,0,2,0,2,0,70,34015,2,1
1075465,4,1,14,,2,3,2,,,,1,4,14529,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,2,0,2,0,2,0,70,34015,2,1
1075475,1,2,57,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,56,,5,,1,3,0,,2,,,2,1,2,3,4,,2,15590,21,41,,,2,0.00,,2,1,,6,1,2,5.00,1,1,9999,9999,2,5,,5,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,70,34015,2,1
1075475,2,2,17,1,2,3,2,,,,1,4,15546,2,5,21,,,,0.00,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,1,0,4,1,5,0,70,34015,2,1
1075478,1,1,81,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,1,0,0,4,1,5,0,70,34015,2,1
1075478,2,2,81,2,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,1,1,0,4,1,5,0,70,34015,2,1
1075481,1,2,81,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,70,34015,2,1
1075484,1,2,48,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,61,,2,,3,5,0,,2,,,0,,,,,,2,15609,21,,,,2,0.00,,2,1,,0,2,,,,1,750,1425,1,,,,,,,,,,,,,,,,,,2,4,3,1,0,1,1,1,3,0,70,34015,2,1
1075488,1,1,54,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,54,,1,,3,5,1,,2,,,0,,,,,,2,27984,21,,,,2,0.00,,2,1,,1,2,,,,2,800,1800,2,1,,5,,,,,,,,,,,,,,,2,3,2,2,2,2,0,0,2,0,70,34015,2,1
1075488,2,2,51,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,61,,2,,3,5,0,,2,,,0,,,,,,2,27985,21,,,,2,0.00,,2,1,,1,2,,,,2,830,1530,1,,,,,,,,,,,,,,,,,,2,3,2,2,0,2,0,0,2,0,70,34015,2,1
1075495,1,1,61,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,61,,2,,3,5,0,,2,,,0,,,,,,2,19994,21,,,,2,0.00,,2,1,,1,2,,,,2,930,1700,1,,,,,,,,,,,,,,,,,,2,6,5,1,0,1,3,1,5,0,69,34015,2,1
1075495,2,2,59,1,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,61,,1,,3,5,0,,2,,,0,,,,,,2,19995,21,,,,2,0.00,,2,1,,1,2,,,,2,900,1700,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,69,34015,2,1
1075495,3,1,21,1,2,3,2,,,,1,6,19868,2,4,21,,,,0.00,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,2,2,4,0,69,34015,2,1
1075495,4,1,23,1,2,3,2,,,,1,6,19869,2,4,21,,,,20.00,7,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,8,1,1,0,6,2,8,0,69,34015,2,1
1075505,1,1,67,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,71,,2,,3,5,0,,2,,,0,,,,,,2,28151,21,,,,2,,,2,1,,98,2,,60.00,3,2,1400,2200,1,,,,,,,,,,,,,,,,,,2,3,2,2,0,2,0,0,2,0,68,34015,2,1
1075505,2,2,59,1,1,1,2,,,,2,,,,,,,,,,,2,,2,1,,62,,2,,2,2,0,,,,,0,,,,,,2,28152,21,,,,2,0.00,,2,1,,1,8,,,,2,1500,1900,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,68,34015,2,1
1075505,3,2,31,1,2,3,2,,,,2,,,,,,,,,,,1,,2,1,,55,,1,,3,5,0,,2,,,0,,,,,,2,28153,21,,,,2,0.00,,1,1,,2,2,,,,2,900,1700,1,,,,,,,,,,,,,,,,,,2,4,3,1,1,2,1,0,3,0,68,34015,2,1
1075507,1,2,62,1,1,1,2,,,,2,,,,,,,,,,,2,,2,1,,61,,2,,3,3,4,,,,,0,,,,,,2,16365,21,,,,1,0.00,,2,2,,3,8,,,,1,800,1700,2,5,,5,,,,,,,,,,,,,,,2,10,9,1,0,0,4,5,9,0,70,34015,2,1
1075512,1,2,53,1,1,1,2,,,,2,,,,,,,,,,,1,,2,4,,52,,2,,3,5,0,,2,,,1,3,,,,,2,15955,21,,,,2,0.00,,2,1,,1,2,,,,1,830,1715,2,4,,4,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,70,34015,2,1
1075521,1,2,69,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,9,0,0,0,0,0,0,51,42017,1,1
1075521,2,2,39,1,2,3,2,,,,2,,,,,,,,,,,1,,2,2,,31,,12,,3,5,0,,2,,,2,1,3,,,,2,14074,21,,,,1,0.00,,2,8,,98,2,,0.00,,1,700,1550,1,,,,,,,,,,,,,,,,,,2,3,2,9,0,2,0,0,2,0,51,42017,1,1
1075525,1,1,39,1,1,1,2,,,,2,,,,,,,,,,,1,,2,3,,23,,8,,2,5,7,,1,2,,2,1,,,,,1,9075525,,,,,1,,,,,,,,,,,2,700,1800,2,4,,4,,,,,,,,,,,,,,,2,3,2,2,0,0,2,0,2,0,51,42017,1,1
1075525,2,2,40,1,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,23,,9,,1,5,7,,1,2,,2,1,3,,,,1,9075525,,,,,2,,,,,,,,,,,1,800,1700,1,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,51,42017,1,1
1075539,1,2,62,1,1,1,2,,,,2,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,2,2,4,0,51,42017,1,1
1075539,2,1,62,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,51,42017,1,1
1075541,1,2,68,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,0,0,2,0,2,0,51,42017,1,1
1075550,1,1,38,1,1,1,2,,,,2,,,,,,,,,,,1,,1,1,,53,,2,,1,5,0,,2,,,1,1,,,,,2,15587,21,,,,2,0.00,,2,1,,0,2,,150.00,3,2,800,1700,2,1,,5,,1,,2,15623,51,,5,,1,0,,9999,9999,2,7,6,1,0,2,4,0,6,0,51,42017,1,1
1075550,2,2,32,1,2,2,2,,,,2,,,,,,,,,,,2,,2,1,,44,,13,,2,5,0,,,,,1,4,,,,,2,15588,21,,,,2,0.00,,2,1,,0,2,,,,2,2100,300,1,,,,,,,,,,,,,,,,,,2,16,15,1,0,0,10,5,15,0,51,42017,1,1
1075550,3,2,58,1,2,4,2,,,,2,,,,,,,,,,,1,,2,1,,56,,5,,2,5,0,,2,,,0,,,,,,2,15589,21,,,,2,0.00,,2,1,,0,2,,,,2,930,1730,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,51,42017,1,1
1075550,4,2,14,,2,3,2,,,,1,4,15543,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,51,42017,1,1
1075550,5,2,12,,2,3,2,,,,1,4,15544,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,51,42017,1,1
1075550,6,1,11,,2,3,2,,,,1,4,15545,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,51,42017,1,1
1075550,7,1,3,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,13,1,0,0,8,5,13,0,51,42017,1,1
1075559,1,2,70,1,1,1,2,,,,2,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,51,42017,1,1
1075567,1,2,37,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,62,,7,,1,5,0,,2,,,2,1,,,,,2,14651,31,,,,2,0.00,,2,9,,98,2,,,,2,600,1600,1,,,,,,,,,,,,,,,,,,2,3,2,2,0,2,0,0,2,0,51,42017,1,1
1075567,2,1,38,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,42,,5,,3,5,0,,2,,,0,,,,,,2,14652,21,,,,2,0.00,,2,1,,2,2,,,,2,400,1500,1,,,,,,,,,,,,,,,,,,2,9,8,2,1,2,6,0,8,0,51,42017,1,1
1075567,3,1,12,,2,3,2,,,,1,4,14516,2,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,1,0,4,0,4,0,51,42017,1,1
1075567,4,1,11,,2,3,2,,,,1,4,14517,2,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,1,0,4,0,4,0,51,42017,1,1
1075571,1,2,74,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,51,42017,1,1
1075576,1,1,49,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,48,,5,,3,4,0,,1,2,,0,,,,,,2,15936,21,53,,,2,0.00,,2,1,,3,2,,,,2,700,1800,1,,,,,,,,,,,,,,,,,,2,3,2,2,2,0,2,0,2,0,51,42017,1,1
1075576,2,2,49,1,1,1,2,,,,2,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,7,2,0,0,6,1,7,0,51,42017,1,1
1075576,3,1,19,1,2,3,2,,,,1,6,15776,2,5,21,,,,0.00,,2,,2,1,,72,,13,,2,3,0,,,,,0,,,,,,2,15937,21,,,,2,0.00,,2,1,,1,2,,,,2,1500,2200,2,4,,5,,,,,,,,,,,,,,,2,5,4,2,2,0,4,0,4,0,51,42017,1,1
1075576,4,1,17,1,2,3,2,,,,1,4,15777,2,5,21,41,,,0.00,,2,,2,1,,72,,8,,2,3,0,,,,,0,,,,,,2,15938,11,14,22,,2,0.00,,2,1,,1,2,,,,2,1600,2230,1,,,,,,,,,,,,,,,,,,2,3,2,2,2,0,2,0,2,0,51,42017,1,1
1075576,5,2,18,2,2,3,2,,,,2,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,0,0,0,0,0,51,42017,1,1
1075578,1,1,34,1,1,1,2,,,,1,6,13937,2,1,21,,,,5.00,2,2,,1,4,,92,,2,,3,3,2,,,,,1,3,4,,,,2,14006,21,,,,1,0.00,,2,1,,1,1,2,65.00,3,1,1200,2000,2,5,,5,,4,,2,14104,54,,2,,2,0,,1300,2100,2,5,4,1,0,1,1,2,4,0,51,42017,1,1
1075578,2,2,36,1,2,2,2,,,,2,,,,,,,,,,,1,,2,4,,54,,2,,3,4,0,,2,,,2,2,3,,,,2,14007,21,,,,2,0.00,,2,1,,5,1,1,65.00,3,1,9999,9999,2,5,,5,,,,,,,,,,,,,,,2,5,4,1,2,2,2,0,4,0,51,42017,1,1
1075578,3,2,6,,2,3,2,,,,1,3,13938,2,3,21,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,51,42017,1,1
1075583,1,2,36,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,4,0,4,0,51,42017,1,1
1075583,2,1,45,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,81,,2,,2,4,0,,2,,,1,3,4,,,,2,15599,21,,,,2,0.00,,2,1,,1,8,,,,2,1500,100,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,2,2,0,4,0,51,42017,1,1
1075583,3,2,2,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,51,42017,1,1
1075592,1,1,43,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,48,,1,,3,4,0,,2,,,2,1,3,,,,2,15591,31,,,,2,12.00,2,2,1,,5,2,,,,1,630,1430,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,51,42017,1,1
1075592,2,2,42,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,51,42017,1,1
1075592,3,1,51,1,2,5,2,,,,2,,,,,,,,,,,1,,2,1,,23,,11,,3,5,0,,2,,,1,1,,,,,2,15592,21,,,,2,12.00,2,2,1,,5,2,,,,1,600,1430,1,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,51,42017,1,1
1075592,4,1,12,,2,3,2,,,,1,4,15547,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,2,2,51,42017,1,1
1075603,1,2,53,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,51,,3,,3,5,0,,2,,,0,,,,,,2,18314,21,,,,2,0.00,,2,1,,5,2,,,,1,2000,1600,1,,,,,,,,,,,,,,,,,,2,11,10,1,0,0,2,8,8,2,51,42017,1,1
1075607,1,1,52,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,48,,11,,3,5,0,,2,,,1,1,,,,,2,15596,21,,,,2,0.00,,2,1,,0,2,,,,2,700,1530,1,,,,,,,,,,,,,,,,,,2,6,5,1,0,0,2,3,5,0,51,42017,1,1
1075614,1,1,57,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,61,,2,,3,5,0,,2,,,0,,,,,,2,17146,21,,,,2,0.00,,2,1,,1,2,,,,2,730,1430,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,4,0,4,0,51,42017,1,1
1075614,2,2,54,1,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,56,,5,,3,5,0,,2,,,0,,,,,,2,17147,21,,,,2,0.00,,2,1,,98,2,,,,1,730,1630,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,51,42017,1,1
1075622,1,1,40,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,81,,13,,2,5,0,,2,,,1,2,4,,,,2,14397,21,,,,2,0.00,,2,1,,0,2,,,,2,1700,600,1,,,,,,,,,,,,,,,,,,2,3,2,1,2,2,0,0,2,0,51,42017,1,1
1075622,2,2,32,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,4,0,4,0,51,42017,1,1
1075622,3,2,5,,2,3,2,,,,1,3,14284,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,2,0,4,0,2,2,51,42017,1,1
1075626,1,1,68,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,22,,3,,1,5,0,,2,,,0,,,,,,1,9075626,,,,,2,,,,,,,,,,,2,730,1630,1,,,,,,,,,,,,,,,,,,2,8,7,1,0,0,4,3,7,0,49,42017,1,1
1075630,1,1,69,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,8,1,0,0,4,4,8,0,51,42017,1,1
1075630,2,2,65,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,8,1,0,0,4,4,8,0,51,42017,1,1
1075635,1,2,38,1,1,1,2,,,,1,6,9075635,1,1,,,,,,,1,,2,1,,62,,5,,1,5,0,,2,,,1,7,,,,TWO SATURDAYS A MONTH,2,15594,21,,,,2,0.00,,1,1,,1,2,,,,1,800,1630,2,1,,5,,,,,,,,,,,,,,,2,6,5,1,0,1,3,1,5,0,51,42017,1,1
