SAMPN,PERNO,GEND,AGE,LIC,RESP,RELAT,DISAB,DISTY1,DISTY2,DABLO,EDUC,LEVEL,S_LOC,SHOME,SDAY,SMODE1,SMODE2,SMODE3,SMOO,SCOST,SUNIT,EMPL,NOJOB,NMJOB,ETYPE,ETYPO,W1IND,W1INO,W1OCC,W1OCO,W1TIM,W1DAY,W1HOM,W1HMO,W1CPR,W1CPT,W1CPO,W1WKE,W1WKD1,W1WKD2,W1WKD3,W1WKD4,O_W1WKD,W1TYP,W1LOC,W1MOD1,W1MOD2,W1MOD3,W1MOO,W1NDV,W1CPK,W1CPU,W1EPK,W1PKL,W1PKLO,W1WLK,TRNST,VTRAN,TRNCT,TRNCU,SCHED,WSTIM,WETIM,SETIM,VSTIM,VSTMO,VETIM,VETMO,W2TY,W2TYO,W2TYP,W2LOC,W2IND,W2INO,W2OCC,W2OCO,W2DAY,W2HOM,W2HOO,W2ST,W2ET,HMALL,PNMPL,NTRIPS,DIARY,PROXY,HBW,HBO,NHB,MOTTRIP,NOMOTTRP,CPA,FIPS,REGION,DVRPC
1044178,1,2,49,1,1,1,2,,,,2,,,,,,,,,,,2,,2,4,,61,,5,,2,5,0,,,,,0,,,,,,2,6206,21,,,,2,0.00,,2,1,,3,2,,,,2,830,1500,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,2,2,0,4,0,68,34015,2,1
1044178,2,1,48,1,2,2,2,,,,2,,,,,,,,,,,1,,2,4,,61,,2,,3,5,2,,2,,,0,,,,,,2,6207,21,,,,1,0.00,,2,1,,1,2,,,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,5,4,2,1,2,2,0,4,0,68,34015,2,1
1044178,3,1,14,,2,3,2,,,,1,4,6130,2,6,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,2,2,68,34015,2,1
1044178,4,2,10,,2,3,2,,,,1,3,6131,2,5,11,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,2,2,68,34015,2,1
1044179,1,1,36,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,48,,98,,3,3,0,,2,,,1,1,2,4,3,,2,5551,21,,,,1,0.00,,2,1,,60,2,,5.00,1,1,2400,2400,1,,,,,,,,,,,,,,,,,,2,6,5,1,0,1,2,2,5,0,68,34015,2,1
1044179,2,2,34,1,2,2,2,,,,2,,,,,,,,,,,1,,2,4,,54,,2,,3,5,0,,2,,,0,,,,,,2,5552,21,,,,2,0.00,,2,1,,1,2,,20.00,1,2,800,1600,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,1,1,2,4,0,68,34015,2,1
1044179,3,2,0,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,1,0,2,1,3,0,68,34015,2,1
1044183,1,2,32,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,68,34015,2,1
1044183,2,2,2,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,68,34015,2,1
1044183,3,1,2,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,68,34015,2,1
1044183,4,2,2,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,68,34015,2,1
1044190,1,1,44,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,81,,13,,3,5,0,,2,,,0,,,,,,2,6191,21,,,,1,0.00,,2,1,,1,2,,,,2,830,1730,1,,,,,,,,,,,,,,,,,,2,6,5,2,0,1,3,1,5,0,68,34015,2,1
1044190,2,2,45,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,56,,1,,1,5,0,,2,,,0,,,,,,2,6192,21,,,,2,0.00,,2,1,,0,2,,,,2,900,1730,1,,,,,,,,,,,,,,,,,,2,6,5,2,1,2,2,1,5,0,68,34015,2,1
1044190,3,2,15,,2,3,2,,,,1,4,6119,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,1,0,4,1,5,0,68,34015,2,1
1044190,4,1,14,,2,3,2,,,,1,4,6120,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,1,0,2,2,4,0,68,34015,2,1
1044213,1,1,42,1,1,1,2,,,,2,,,,,,,,,,,1,,2,3,,23,,6,,3,5,7,,2,,,2,1,2,3,4,,1,9044213,,,,,1,,,,,,,,,,,1,800,2000,2,5,,5,,,,,,,,,,,,,,,2,3,2,1,2,0,2,0,2,0,46,42017,1,1
1044213,2,2,36,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,52,,2,,3,5,0,,2,,,0,,,,,,2,2829,21,,,,1,0.00,,2,1,,1,2,,,,2,900,1630,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,46,42017,1,1
1044213,3,1,12,,2,3,2,,,,1,4,4567,2,5,41,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,2,0,4,0,2,2,46,42017,1,1
1044213,4,2,10,,2,3,2,,,,1,3,2778,2,5,41,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,2,0,4,0,2,2,46,42017,1,1
1044234,1,2,62,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,7,2,0,0,6,1,5,2,57,34021,2,1
1044234,2,1,64,1,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,54,,2,,3,5,4,,2,,,0,,,,,,1,9044234,,,,,1,,,,,,,,,,,2,830,1800,2,5,,5,,,,,,,,,,,,,,,2,6,5,2,1,0,3,2,5,0,57,34021,2,1
1044237,1,1,73,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,57,34021,2,1
1044237,2,2,72,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,57,34021,2,1
1044256,1,1,39,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,51,,8,,1,5,0,,2,,,0,,,,,,2,2487,21,51,52,,2,0.00,,2,3,,98,8,,250.00,3,2,745,1715,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,57,34021,2,1
1044256,2,2,37,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,62,,8,,2,5,0,,2,,,0,,,,,,2,2488,21,43,52,,2,0.00,,2,1,,2,1,1,148.00,3,2,800,1700,1,,,,,,,,,,,,,,,,,,2,9,8,1,1,0,6,2,8,0,57,34021,2,1
1044256,3,2,0,,2,3,2,,,,1,1,2444,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,1,0,6,0,6,0,57,34021,2,1
1044300,1,1,53,1,1,1,2,,,,2,,,,,,,,,,,1,,2,3,,52,,4,,2,5,0,,2,,,1,1,,,,,2,13028,21,,,,1,0.00,,9,1,,1,2,,,,2,900,2030,1,,,,,,,,,,,,,,,,,,2,15,14,1,0,1,5,8,14,0,44,42017,1,1
1044300,2,2,45,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,44,42017,1,1
1044300,3,1,13,,2,3,2,,,,1,4,13024,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,44,42017,1,1
1044339,1,1,52,1,1,1,2,,,,1,6,9044339,1,5,,,,,,,1,,2,1,,56,,1,,3,5,0,,2,,,0,,,,,,2,1522,21,,,,2,0.00,,1,1,,1,2,,,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,3,2,2,0,2,0,0,2,0,9,42101,1,1
1044339,2,2,51,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,56,,1,,2,5,0,,2,,,0,,,,,,2,1523,21,,,,2,0.00,,2,3,,1,2,,,,2,830,1700,1,,,,,,,,,,,,,,,,,,2,3,2,2,1,2,0,0,2,0,9,42101,1,1
1044351,1,1,46,1,1,1,2,,,,2,,,,,,,,,,,1,,2,3,,54,,2,,2,5,3,,2,,,0,,,,,,1,9044351,,,,,1,,,,,,,,,,,2,930,1715,1,,,,,,,,,,,,,,,,,,2,9,8,1,0,0,4,4,4,4,9,42101,1,1
1044351,2,2,36,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,8,1,1,0,6,2,8,0,9,42101,1,1
1044351,3,1,5,,2,3,2,,,,1,2,1428,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,2,2,2,2,9,42101,1,1
1044528,1,2,57,1,1,1,1,97,,HEART CONDITION,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,0,0,2,0,2,0,61,34005,2,1
1044537,1,2,68,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,0,0,6,0,6,0,61,34005,2,1
1044537,2,1,68,1,2,2,2,,,,2,,,,,,,,,,,1,,2,99,,99,,99,,9,9,0,,2,,,9,,,,,,2,7697,99,,,,9,,,,,,,9,,,,9,9999,9999,9,,,,,,,,,,,,,,,,,,2,7,6,2,0,2,4,0,6,0,61,34005,2,1
1044562,1,1,37,1,1,1,2,,,,2,,,,,,,,,,,1,,1,1,,54,,3,,3,5,0,,2,,,0,,,,,,2,8855,21,,,,2,0.00,,1,1,,1,2,,,,2,800,1530,1,,,,,1,,2,8891,62,,2,,2,0,,2100,700,2,3,2,1,0,2,0,0,2,0,61,34005,2,1
1044590,1,1,37,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,48,,12,,3,4,0,,2,,,2,1,3,,,,2,1529,21,,,,1,0.00,,2,1,,1,8,,,,1,2400,1400,2,5,,5,,,,,,,,,,,,,,,2,6,5,1,0,2,2,1,5,0,61,34005,2,1
1044884,1,2,64,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,5,42101,1,1
1044884,2,1,63,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,5,42101,1,1
1044891,1,1,37,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,54,,2,,2,5,1,,2,,,0,,,,,,2,13495,21,,,,2,0.00,,2,1,,1,2,,,,2,700,1700,1,,,,,,,,,,,,,,,,,,2,7,6,1,0,0,4,2,6,0,45,42017,1,1
1044891,2,2,37,1,2,2,2,,,,1,6,13471,2,1,21,,,,0.00,,1,,2,1,,54,,2,,3,5,0,,2,,,0,,,,,,2,13496,21,,,,2,0.00,,2,1,,5,8,,,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,1,1,2,4,0,45,42017,1,1
1044899,1,2,37,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,45,42017,1,1
1044899,2,1,44,1,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,23,,2,,3,5,5,,2,,,1,1,,,,,1,9044899,,,,,1,,,,,,,,,,,1,700,1500,1,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,45,42017,1,1
1044899,3,2,0,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,45,42017,1,1
1044910,1,1,43,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,56,,5,,3,5,0,,2,,,0,,,,,,2,3364,52,,,,1,0.00,,2,3,,2,1,2,3.70,1,2,500,1400,1,,,,,,,,,,,,,,,,,,2,5,4,2,2,0,2,2,4,0,64,34007,2,1
1044910,2,2,999,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,52,,2,,3,5,0,,2,,,0,,,,,,2,3365,52,,,,2,0.00,,2,2,,99,1,2,3.70,1,2,700,1530,1,,,,,,,,,,,,,,,,,,2,5,4,2,0,0,2,2,4,0,64,34007,2,1
1045094,1,2,37,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,0,0,4,1,5,0,27,42029,1,1
1045094,2,1,38,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,54,,2,,3,5,0,,2,,,0,,,,,,2,5597,21,,,,1,0.00,,2,1,,1,1,2,,,8,700,1800,1,,,,,,,,,,,,,,,,,,2,4,3,2,1,0,2,1,3,0,27,42029,1,1
1045094,3,1,8,,2,3,2,,,,1,3,5522,2,5,21,42,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,1,0,4,1,5,0,27,42029,1,1
1045094,4,2,4,,2,3,2,,,,1,2,5523,2,3,21,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,1,0,4,1,5,0,27,42029,1,1
1045097,1,2,47,1,1,1,2,,,,2,,,,,,,,,,,2,,2,3,,71,,12,,3,4,8,,,,,1,1,,,,,1,9045097,,,,,1,,,,,,,,,,,1,700,2000,2,8,,8,,,,,,,,,,,,,,,2,20,19,1,0,0,8,11,15,4,27,42029,1,1
1045097,2,1,48,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,55,,13,,3,5,0,,2,,,0,,,,,,2,7972,21,,,,1,0.00,,2,1,,98,2,,,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,10,9,1,1,0,2,7,9,0,27,42029,1,1
1045097,3,2,10,,2,3,2,,,,1,3,7944,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,7,2,1,0,4,3,5,2,27,42029,1,1
1045101,1,2,998,1,1,1,2,,,,2,,,,,,,,,,,2,,2,3,,98,,13,,3,3,7,,,,,0,,,,,,1,9045101,,,,,2,,,,,,,,,,,2,800,2000,1,,,,,,,,,,,,,,,,,,2,4,3,2,0,0,2,1,3,0,27,42029,1,1
1045101,2,1,55,1,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,98,,99,,3,9,0,,2,,,0,,,,,,1,9045101,,,,,2,,,,,,,,,,,1,800,2100,1,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,27,42029,1,1
1045121,1,2,72,1,1,1,2,,,,2,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,0,0,2,2,4,0,6,42101,1,1
1045145,1,2,42,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,54,,1,,2,5,0,,2,,,0,,,,,,2,11910,21,,,,2,235.00,4,2,2,,1,2,,,,2,800,1700,1,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,67,34007,2,1
1045199,1,2,85,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,0,0,2,0,2,0,59,34005,2,1
1045355,1,2,58,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,61,,2,,2,5,0,,2,,,0,,,,,,2,6173,21,,,,2,0.00,,2,1,,1,2,,,,2,700,1600,1,,,,,,,,,,,,,,,,,,2,4,3,1,0,0,2,1,3,0,24,42029,1,1
1045355,2,1,57,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,44,,4,,2,5,0,,2,,,0,,,,,,2,6174,56,,,,1,,,2,1,,1,1,1,,,2,700,1800,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,2,2,4,0,24,42029,1,1
1045355,3,2,29,1,2,3,2,,,,2,,,,,,,,,,,1,,2,1,,48,,13,,2,4,0,,2,,,1,3,4,,,,2,6175,21,,,,2,0.00,,2,1,,1,2,,,,2,1000,1800,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,2,2,4,0,24,42029,1,1
1045355,4,1,1,,2,7,2,,,,1,1,6102,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,24,42029,1,1
1045360,1,1,37,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,54,,4,,2,5,0,,2,,,0,,,,,,2,6888,21,,,,1,0.00,,1,1,,0,2,,,,1,600,1700,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,24,42029,1,1
1045360,2,2,36,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,7,1,0,0,6,1,7,0,24,42029,1,1
1045360,3,1,5,,2,3,2,,,,1,3,6788,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,2,0,4,1,5,0,24,42029,1,1
1045360,4,2,3,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,1,2,0,4,1,5,0,24,42029,1,1
1045360,5,1,2,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,1,2,0,4,1,5,0,24,42029,1,1
1045365,1,2,67,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,27,42029,1,1
1045365,2,1,67,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,27,42029,1,1
1045372,1,2,21,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,54,,3,,3,5,3,,2,,,0,,,,,,2,9870,99,,,,2,,,,,,,8,,,,2,630,1700,2,8,,8,,,,,,,,,,,,,,,2,3,2,2,0,0,2,0,2,0,27,42029,1,1
1045372,2,1,55,1,2,2,2,,,,2,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,27,42029,1,1
1045372,3,2,25,1,2,3,2,,,,2,,,,,,,,,,,1,,2,4,,61,,2,,2,5,0,,2,,,0,,,,,,2,5963,21,,,,2,0.00,,2,1,,98,8,,,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,5,4,2,1,2,2,0,4,0,27,42029,1,1
1045383,1,2,30,1,1,1,2,,,,2,,,,,,,,,,,1,,1,3,,61,,13,,2,5,5,,2,,,0,,,,,,1,9045383,,,,,2,,,,,,,,,,,1,730,1730,1,,,,,1,,1,9045383,22,,5,,1,3,,2200,300,2,3,2,1,0,0,2,0,2,0,46,42017,1,1
1045383,2,1,34,1,2,2,2,,,,2,,,,,,,,,,,1,,1,1,,48,,10,,1,5,0,,2,,,0,,,,,,2,7612,21,,,,2,0.00,,2,1,,2,2,,,,2,730,1530,1,,,,,1,,2,7692,23,,11,,3,0,,1600,1900,2,4,3,1,1,1,1,1,3,0,46,42017,1,1
1045383,3,2,12,,2,3,2,,,,1,4,7410,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,46,42017,1,1
1045383,4,1,10,,2,3,1,97,5,MUSCULAR DISTROPHY,1,3,7411,2,5,12,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,46,42017,1,1
1045383,5,1,5,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,46,42017,1,1
1045398,1,1,54,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,61,,2,,3,5,0,,2,,,2,1,2,3,4,,2,4103,21,,,,2,0.00,,2,1,,1,2,,,,2,730,1500,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,28,42029,1,1
1045398,2,2,53,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,52,,2,,3,5,0,,2,,,1,3,,,,,2,4104,21,,,,2,0.00,,2,1,,1,2,,,,2,900,1800,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,28,42029,1,1
1045398,3,1,26,1,2,3,2,,,,2,,,,,,,,,,,1,,2,99,,99,,99,,9,9,0,,2,,,9,,,,,,2,8006,99,,,,9,,,,,,,9,,,,9,9999,9999,9,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,28,42029,1,1
1045434,1,1,58,1,1,1,2,,,,2,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,11,1,0,0,8,3,11,0,11,42101,1,1
1045434,2,2,45,2,2,2,1,97,,EPILEPSY,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,0,0,2,0,2,0,11,42101,1,1
1045442,1,1,55,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,55,,2,,3,5,0,,2,,,0,,,,,,2,5124,21,,,,1,0.00,,2,1,,1,2,,20.00,1,2,800,1700,1,,,,,,,,,,,,,,,,,,2,7,6,1,0,2,2,2,4,2,35,42091,1,1
1045442,2,2,54,1,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,61,,2,,3,5,0,,2,,,0,,,,,,2,5125,21,,,,2,0.00,,1,1,,1,2,,8.00,1,2,800,1600,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,2,2,0,4,0,35,42091,1,1
1045442,3,2,20,1,2,3,2,,,,1,6,5079,2,5,11,,,,0.00,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,1,0,3,3,6,0,35,42091,1,1
1045442,4,1,25,1,2,3,2,,,,2,,,,,,,,,,,1,,2,1,,23,,11,,2,5,0,,2,,,1,1,,,,,2,5126,21,,,,2,0.00,,1,1,,1,2,,15.00,1,2,600,1300,1,,,,,,,,,,,,,,,,,,2,7,6,1,1,1,1,4,6,0,35,42091,1,1
1045465,1,1,69,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,0,0,2,1,3,0,60,34005,2,1
1045465,2,2,65,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,60,34005,2,1
1045473,1,1,26,2,1,1,2,,,,1,7,2429,2,3,22,,,,0.00,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,0,0,2,2,4,0,60,34005,2,1
1045473,2,2,24,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,52,,5,,1,5,0,,2,,,0,,,,,,2,2470,21,,,,2,0.00,,2,1,,0,2,,,,1,830,1700,1,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,0,0,2,0,60,34005,2,1
1045480,1,2,35,1,1,1,2,,,,2,,,,,,,,,,,1,,2,3,,56,,1,,1,5,7,,2,,,2,1,2,3,4,,1,9045480,,,,,1,,,,,,,,,,,2,600,2000,1,,,,,,,,,,,,,,,,,,2,7,6,1,0,0,2,4,6,0,60,34005,2,1
1045480,2,1,31,1,2,2,2,,,,2,,,,,,,,,,,1,,1,3,,11,,9,,3,5,7,,2,,,2,1,2,3,4,,1,9045480,,,,,1,,,,,,,,,,,1,600,2000,1,,,,,3,,1,9045480,48,,12,,5,7,,400,1800,2,2,1,1,1,0,1,0,1,0,60,34005,2,1
1045487,1,2,43,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,81,,1,,3,5,0,,2,,,0,,,,,,2,7453,21,,,,2,0.00,,2,1,,5,2,,,,2,9999,9999,2,5,,5,,,,,,,,,,,,,,,2,5,4,1,0,0,2,2,4,0,60,34005,2,1
1045493,1,2,59,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,0,0,2,2,4,0,60,34005,2,1
1045508,1,2,78,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,60,34005,2,1
